	Kingdom	Phyllum	Class	Order	Family	Genus	Species
ZOTU20435	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__uncultured	 s__
ZOTU15928	 k__Bacteria	 p__Elusimicrobiota	 c__Lineage_IIb	 o__Lineage_IIb	 f__Lineage_IIb	 g__Lineage_IIb	 s__uncultured_bacterium
ZOTU11332	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Coxiellales	 f__Coxiellaceae	 g__Coxiella	 s__uncultured_bacterium
ZOTU15331	 k__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__OM27_clade	 s__
ZOTU21155	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	 s__uncultured_bacterium
ZOTU20448	 k__Bacteria	 p__	 c__	 o__	 f__	 g__	 s__
ZOTU18432	 k__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	 s__uncultured_Actinomycetales
ZOTU9439	 k__Bacteria	 p__Verrucomicrobiota	 c__Chlamydiae	 o__Chlamydiales	 f__	 g__	 s__
ZOTU11215	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Isosphaerales	 f__Isosphaeraceae	 g__Aquisphaera	 s__
ZOTU14406	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__
ZOTU19620	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__SM2D12	 g__SM2D12	 s__
ZOTU14457	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_bacterium
ZOTU16441	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__Oligoflexales	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
ZOTU15290	 k__Bacteria	 p__Verrucomicrobiota	 c__Chlamydiae	 o__Chlamydiales	 f__	 g__	 s__
ZOTU12854	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__	 f__	 g__	 s__
ZOTU16615	 k__Bacteria	 p__Latescibacterota	 c__Latescibacterota	 o__Latescibacterota	 f__Latescibacterota	 g__Latescibacterota	 s__uncultured_bacterium
ZOTU17514	 k__Bacteria	 p__Verrucomicrobiota	 c__Omnitrophia	 o__Omnitrophales	 f__Omnitrophales	 g__Omnitrophales	 s__uncultured_bacterium
ZOTU18321	 k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Haliangiales	 f__Haliangiaceae	 g__Haliangium	 s__uncultured_bacterium
ZOTU12366	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
ZOTU7938	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Spirosomaceae	 g__	 s__
ZOTU20479	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__	 f__	 g__	 s__
ZOTU1901	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales	 f__Alcanivoracaceae	 g__Ketobacter	 s__
ZOTU18853	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Kaiserbacteria	 f__Candidatus_Kaiserbacteria	 g__Candidatus_Kaiserbacteria	 s__
ZOTU15274	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__Aquicella	 s__uncultured_bacterium
ZOTU20353	 k__Bacteria	 p__Verrucomicrobiota	 c__Chlamydiae	 o__Chlamydiales	 f__Parachlamydiaceae	 g__	 s__
ZOTU17104	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Kaiserbacteria	 f__Candidatus_Kaiserbacteria	 g__Candidatus_Kaiserbacteria	 s__
ZOTU20461	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__
ZOTU10948	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__Alistipes	 s__
ZOTU11113	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__	 s__
ZOTU15784	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Kaiserbacteria	 f__Candidatus_Kaiserbacteria	 g__Candidatus_Kaiserbacteria	 s__
ZOTU6578	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__	 f__	 g__	 s__
ZOTU12520	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU18803	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU8787	 k__Bacteria	 p__Bdellovibrionota	 c__	 o__	 f__	 g__	 s__
ZOTU11191	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_bacterium
ZOTU4178	 k__Bacteria	 p__Patescibacteria	 c__ABY1	 o__Candidatus_Magasanikbacteria	 f__Candidatus_Magasanikbacteria	 g__Candidatus_Magasanikbacteria	 s__uncultured_bacterium
ZOTU15018	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__AB1	 g__AB1	 s__uncultured_bacterium
ZOTU21277	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Kaiserbacteria	 f__Candidatus_Kaiserbacteria	 g__Candidatus_Kaiserbacteria	 s__uncultured_bacterium
ZOTU20298	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Kaiserbacteria	 f__Candidatus_Kaiserbacteria	 g__Candidatus_Kaiserbacteria	 s__
ZOTU17945	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
ZOTU20531	 k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__Saccharimonadales	 g__Saccharimonadales	 s__uncultured_bacterium
ZOTU15808	 k__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__Bdellovibrio	 s__
ZOTU20385	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__AB1	 g__AB1	 s__
ZOTU14525	 k__Bacteria	 p__Bacteroidota	 c__Kapabacteria	 o__Kapabacteriales	 f__Kapabacteriales	 g__Kapabacteriales	 s__uncultured_Ignavibacteriales
ZOTU15598	 k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__Saccharimonadales	 g__Saccharimonadales	 s__uncultured_bacterium
ZOTU18676	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiales_Incertae_Sedis	 g__Bauldia	 s__
ZOTU18402	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__Oligoflexales	 f__uncultured	 g__uncultured	 s__
ZOTU11601	 k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Verrucomicrobiaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU18675	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__AKYH767	 g__	 s__
ZOTU19945	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__
ZOTU13715	 k__Bacteria	 p__Acidobacteriota	 c__	 o__	 f__	 g__	 s__
ZOTU17525	 k__Bacteria	 p__Sumerlaeota	 c__Sumerlaeia	 o__Sumerlaeales	 f__Sumerlaeaceae	 g__Sumerlaea	 s__uncultured_bacterium
ZOTU21601	 k__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__uncultured	 g__uncultured	 s__
ZOTU15526	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__
ZOTU20355	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__EV818SWSAP88	 f__EV818SWSAP88	 g__EV818SWSAP88	 s__
ZOTU19685	 k__Bacteria	 p__Verrucomicrobiota	 c__Chlamydiae	 o__Chlamydiales	 f__Parachlamydiaceae	 g__	 s__
ZOTU19892	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__
ZOTU18005	 k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__Litorilinea	 s__uncultured_bacterium
ZOTU13346	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__NS11-12_marine_group	 g__NS11-12_marine_group	 s__uncultured_bacterium
ZOTU11080	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__AKYH767	 g__AKYH767	 s__
ZOTU19100	 k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__A4b	 g__A4b	 s__uncultured_bacterium
ZOTU19348	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__	 g__	 s__
ZOTU18739	 k__Bacteria	 p__Verrucomicrobiota	 c__Chlamydiae	 o__Chlamydiales	 f__	 g__	 s__
ZOTU18938	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_bacterium
ZOTU16097	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cytophagaceae	 g__Cytophaga	 s__uncultured_bacterium
ZOTU17588	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pir4_lineage	 s__uncultured_bacterium
ZOTU12316	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_bacterium
ZOTU11482	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__
ZOTU14258	 k__Bacteria	 p__Planctomycetota	 c__BD7-11	 o__BD7-11	 f__BD7-11	 g__BD7-11	 s__uncultured_bacterium
ZOTU15367	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__
ZOTU21167	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__	 f__	 g__	 s__
ZOTU14000	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__	 f__	 g__	 s__
ZOTU17963	 k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__SBR1031	 g__SBR1031	 s__uncultured_bacterium
ZOTU15217	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__uncultured	 f__	 g__	 s__
ZOTU21181	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__
ZOTU21370	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__Candidatus_Berkiella	 s__uncultured_bacterium
ZOTU20940	 k__Bacteria	 p__Chloroflexi	 c__Dehalococcoidia	 o__S085	 f__S085	 g__S085	 s__uncultured_bacterium
ZOTU10916	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__	 g__	 s__
ZOTU19730	 k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Paenibacillales	 f__Paenibacillaceae	 g__Paenibacillus	 s__Paenibacillus_sp.
ZOTU16547	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__Rikenella	 s__
ZOTU16895	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Giovannonibacteria	 f__Candidatus_Giovannonibacteria	 g__Candidatus_Giovannonibacteria	 s__Candidatus_Giovannonibacteria
ZOTU18681	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU15386	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__
ZOTU19244	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__	 g__	 s__
ZOTU17411	 k__Bacteria	 p__Elusimicrobiota	 c__Lineage_IIc	 o__Lineage_IIc	 f__Lineage_IIc	 g__Lineage_IIc	 s__uncultured_bacterium
ZOTU16633	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__EC3	 f__	 g__	 s__
ZOTU19164	 k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Chthoniobacter	 s__
ZOTU21323	 k__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__Bdellovibrio	 s__uncultured_bacterium
ZOTU1578	 k__Bacteria	 p__Bacteroidota	 c__Kapabacteria	 o__Kapabacteriales	 f__Kapabacteriales	 g__Kapabacteriales	 s__uncultured_bacterium
ZOTU15216	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_Gemmata
ZOTU18654	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_bacterium
ZOTU10396	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__uncultured	 g__uncultured	 s__
ZOTU18055	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__uncultured_bacterium
ZOTU19881	 k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__WWH38	 g__WWH38	 s__uncultured_bacterium
ZOTU21908	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	 s__
ZOTU21913	 k__Bacteria	 p__Elusimicrobiota	 c__Lineage_IIc	 o__Lineage_IIc	 f__Lineage_IIc	 g__Lineage_IIc	 s__
ZOTU20456	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
ZOTU17552	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__	 g__	 s__
ZOTU10454	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Nomurabacteria	 f__	 g__	 s__
ZOTU18768	 k__Bacteria	 p__RCP2-54	 c__RCP2-54	 o__	 f__	 g__	 s__
ZOTU16235	 k__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_bacterium
ZOTU14573	 k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__A4b	 g__A4b	 s__
ZOTU15291	 k__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__	 s__
ZOTU6109	 k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Anaerolineales	 f__Anaerolineaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU18140	 k__Bacteria	 p__Planctomycetota	 c__	 o__	 f__	 g__	 s__
ZOTU1222	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Paracaedibacterales	 f__Paracaedibacteraceae	 g__Candidatus_Captivus	 s__uncultured_bacterium
ZOTU18649	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__uncultured	 s__
ZOTU18813	 k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	 g__Pedosphaeraceae	 s__uncultured_soil
ZOTU20924	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU21237	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__
ZOTU18650	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Legionellales	 f__Legionellaceae	 g__Legionella	 s__
ZOTU16025	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__	 s__
ZOTU16418	 k__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__uncultured	 s__metagenome
ZOTU14704	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__Oligoflexales	 f__	 g__	 s__
ZOTU17918	 k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Chthoniobacter	 s__uncultured_bacterium
ZOTU19611	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Acetobacterales	 f__Acetobacteraceae	 g__Roseomonas	 s__
ZOTU15457	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__env.OPS_17	 g__env.OPS_17	 s__metagenome
ZOTU14277	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__NS11-12_marine_group	 g__NS11-12_marine_group	 s__uncultured_bacterium
ZOTU21507	 k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Luteolibacter	 s__uncultured_bacterium
ZOTU19610	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__uncultured_bacterium
ZOTU10077	 k__Bacteria	 p__Armatimonadota	 c__Fimbriimonadia	 o__Fimbriimonadales	 f__Fimbriimonadaceae	 g__Fimbriimonadaceae	 s__uncultured_bacterium
ZOTU17816	 k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Polyangiaceae	 g__Sorangium	 s__
ZOTU17905	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__SC-I-84	 g__SC-I-84	 s__
ZOTU19413	 k__Bacteria	 p__Dependentiae	 c__Babeliae	 o__Babeliales	 f__Babeliales	 g__Babeliales	 s__uncultured_bacterium
ZOTU19926	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__Candidatus_Ovatusbacter	 s__uncultured_bacterium
ZOTU17382	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_bacterium
ZOTU22085	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__uncultured	 g__uncultured	 s__
ZOTU18485	 k__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__	 g__	 s__
ZOTU2665	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__Rubinisphaeraceae	 g__uncultured	 s__uncultured_bacterium
ZOTU20809	 k__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Ilumatobacteraceae	 g__uncultured	 s__uncultured_bacterium
ZOTU4876	 k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__Saccharimonadales	 g__Saccharimonadales	 s__uncultured_bacterium
ZOTU8840	 k__Bacteria	 p__Zixibacteria	 c__Zixibacteria	 o__Zixibacteria	 f__Zixibacteria	 g__Zixibacteria	 s__uncultured_bacterium
ZOTU18021	 k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Blfdi19	 f__Blfdi19	 g__Blfdi19	 s__uncultured_bacterium
ZOTU10520	 k__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__SM1A02	 s__uncultured_bacterium
ZOTU18780	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cytophagaceae	 g__Cytophaga	 s__metagenome
ZOTU16303	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_bacterium
ZOTU7696	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__Unknown_Family	 s__
ZOTU14099	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Mitochondria	 g__Mitochondria	 s__uncultured_bacterium
ZOTU19740	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Legionellales	 f__Legionellaceae	 g__Legionella	 s__
ZOTU21799	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__
ZOTU19236	 k__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	 g__P3OB-42	 s__uncultured_bacterium
ZOTU11555	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__
ZOTU9737	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Rhodanobacteraceae	 g__Rhodanobacter	 s__
ZOTU18957	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Coxiellales	 f__Coxiellaceae	 g__Coxiella	 s__
ZOTU13862	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Microscillaceae	 g__uncultured	 s__
ZOTU18218	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__	 f__	 g__	 s__
ZOTU18991	 k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Haliangiales	 f__Haliangiaceae	 g__Haliangium	 s__
ZOTU21769	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__uncultured	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
ZOTU18530	 k__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__Bdellovibrio	 s__
ZOTU21791	 k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__	 s__
ZOTU15266	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
ZOTU19513	 k__Bacteria	 p__Chloroflexi	 c__	 o__	 f__	 g__	 s__
ZOTU22047	 k__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__OM27_clade	 s__
ZOTU19602	 k__Bacteria	 p__	 c__	 o__	 f__	 g__	 s__
ZOTU18251	 k__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__Bdellovibrio	 s__
ZOTU6991	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__GWA2-38-13b	 f__GWA2-38-13b	 g__GWA2-38-13b	 s__uncultured_bacterium
ZOTU18981	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__metagenome
ZOTU7867	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__Aquicella	 s__
ZOTU14586	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__Aquicella	 s__
ZOTU8602	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_bacterium
ZOTU7597	 k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__SBR1031	 g__SBR1031	 s__uncultured_Chloroflexi
ZOTU19147	 k__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__Bdellovibrio	 s__uncultured_bacterium
ZOTU4038	 k__Bacteria	 p__Cyanobacteria	 c__Vampirivibrionia	 o__Vampirovibrionales	 f__Vampirovibrionales	 g__Vampirovibrionales	 s__uncultured_bacterium
ZOTU17669	 k__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__CL500-3	 s__uncultured_bacterium
ZOTU22092	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__	 f__	 g__	 s__
ZOTU16361	 k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	 g__uncultured	 s__
ZOTU20282	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__
ZOTU16634	 k__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Ilumatobacteraceae	 g__uncultured	 s__uncultured_bacterium
ZOTU11373	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Sphingobacteriaceae	 g__Solitalea	 s__uncultured_bacterium
ZOTU18950	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__uncultured_bacterium
ZOTU20995	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__	 g__	 s__
ZOTU14021	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__	 g__	 s__
ZOTU4007	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
ZOTU12977	 k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__	 g__	 s__
ZOTU20959	 k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__A4b	 g__A4b	 s__uncultured_bacterium
ZOTU12750	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Acetobacterales	 f__Acetobacteraceae	 g__	 s__
ZOTU1887	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__	 s__
